transaction_id,datum,store,province,kategorie,bedrag,quantity,customer_id,payment_method
TXN-002593,08-18-2024,Menlyn Park,GP,home & living,4783.51,1,CUST-01838,EFT
TXN-002594,2024-09-22,Sandton city,Gauteng,Sports,R 2 370.95,2,CUST-00351,Mobile Money
TXN-002595,06-28-2024,menlyn park,GP,Clothing,R1362.91,4,CUST-01422,Mobile Money
TXN-002596,2024-10-10,Sandton City,Gauteng Province,F&B,-R4585.20,3,CUST-00416,Cash
TXN-002597,2024-03-03,menlyn park,GAUTENG,Clothes,R2233.62,4,CUST-00103,Mobile Money
TXN-002598,17/06/2024,ONLINE,limpopo,Sports & Outdoors,R1178.08,1,CUST-00079,Mobile Money
TXN-002599,26/08/2024,ONLINE,Gauteng Province,Beauty & Health,676.58,2,CUST-01822,Mobile Money
TXN-002600,11-24-2024,Canal Walk,,Food and Beverage,R487,1,CUST-00195,EFT
TXN-002601,01 Oct 2024,Gateway,Kwazulu-Natal,home & living,R283.77,1,CUST-01581,EFT
TXN-002602,07-24-2024,,Western cape,Clothes,1067.89,2,CUST-01835,Card
TXN-002603,2024-03-12,East Gate,Gauteng,Food & Beverage,452.41,1,CUST-01842,Mobile Money
TXN-002604,07-11-2024,gateway umhlanga,KZN,Food and Beverage,R 598.80,2,CUST-00777,EFT
TXN-002605,06-23-2024,sandton city,Gauteng,Food & Beverage,R550.75,1,CUST-00628,Cash
TXN-002606,04/06/2024,V&A Waterfront,WC,Sports & Outdoors,"R 2,918.30",3,,EFT
TXN-002607,26 May 2024,Baywest Mall,eastern cape,beauty,R-1197.56,1,CUST-00030,EFT
TXN-002608,2024-02-29,V&A Waterfront,western cape,Clothes,R1052,2,CUST-00017,EFT
TXN-002609,2024-11-30,Mall of the North,LP,sports,R4497,1,CUST-01707,Mobile Money
TXN-002610,2024-12-15,MOTN,Limpopo Province,Electronics,"R 13,405.20",1,CUST-00822,Card
TXN-002611,07-19-2024,East Gate,Gauteng Province,Apparel,719.30,1,CUST-00485,Card
TXN-002612,2024-12-17,Sandton City,gauteng,Cosmetics,R561,3,CUST-01741,EFT
TXN-002613,11-24-2024,gateway umhlanga,KwaZulu-Natal,sports,"R 4,455.72",1,CUST-01392,EFT
TXN-002614,18 Oct 2024,Eastgate Mall,GP,Home & Living,R 1 902.50,3,CUST-00038,Card
TXN-002615,04 Jun 2024,eastgate,Gauteng Province,Elec.,-R559.93,1,CUST-00219,Cash
TXN-002616,2024-12-04,Mall of North,limpopo,Apparel,3862.52,2,CUST-01175,EFT
TXN-002617,03-01-2024,Baywest,E. Cape,Electronics,R4642.60,2,CUST-01797,Card
TXN-002618,06/05/2024,Eastgate Mall,GAUTENG,BEAUTY,R1112,1,CUST-00070,EFT
TXN-002619,07 Jan 2024,V&A waterfront,WC,Sport,"R 2,839.98",2,CUST-00723,Cash
TXN-002620,31/07/2024,Web,,food & beverage,R213.33,2,CUST-00124,EFT
TXN-002621,12 Jul 2024,Canal Walk Mall,WC,Food,R237.25,1,CUST-01591,Mobile Money
TXN-002622,06-13-2024,,GAUTENG,electronics,"R 5,628.65",2,CUST-01405,EFT
TXN-002623,07-08-2024,Baywest Mall,EC,Beauty & Health,516.26,3,CUST-00067,Mobile Money
TXN-002624,04-20-2024,canal walk,WC,Cosmetics,R344.52,3,CUST-01730,EFT
TXN-002625,01 Sep 2024,SANDTON CITY,Gauteng Province,Food & Beverage,R462.43,3,CUST-00131,Cash
TXN-002626,30 Jun 2024,,Western cape,Food and Beverage,R95.50,2,CUST-00049,Mobile Money
TXN-002627,11-24-2024,online,WC,Cosmetics,"R 2,080.92",2,CUST-01249,Card
TXN-002628,01/06/2024,eastgate,GP,Tech,R8687,1,CUST-01035,Card
TXN-002629,04/10/2024,Gateway Mall Umhlanga,,electronics,6976.17,2,CUST-00200,Cash
TXN-002630,2024-07-10,Baywest Mall,E. Cape,Cosmetics,R1195.88,2,CUST-00940,Card
TXN-002631,09 Apr 2024,eastgate,GP,Sports & Outdoors,R3109.93,1,CUST-00398,Cash
TXN-002632,2024-07-09,Mall of the North,Limpopo,Food,R137.91,3,CUST-00889,Cash
TXN-002633,05 Jul 2024,gateway umhlanga,kwazulu natal,Sports & Outdoors,R1670.21,1,CUST-00122,Card
TXN-002634,27 Oct 2024,canal walk,Western cape,Beauty & Health,(R1544.32),1,CUST-01044,Cash
TXN-002635,12-13-2024,sandton city,GAUTENG,Sport,R471.72,2,CUST-00713,Mobile Money
TXN-002636,10-01-2024,mall of the north,LP,H&L,R 3 388.12,2,CUST-00180,EFT
TXN-002637,2024-10-27,Gateway,KwaZulu Natal,CLOTHING,R2693.70,2,CUST-01922,Cash
TXN-002638,05/12/2024,canal walk,western cape,Cosmetics,R1690.78,4,CUST-00151,EFT
TXN-002639,23/09/2024,ONLINE,Kwazulu-Natal,Sports,R3450.82,3,CUST-00487,Mobile Money
TXN-002640,16 Feb 2024,Baywest Mall,E. Cape,beauty,"R 1,643.85",1,CUST-01567,EFT
TXN-002641,30 Jun 2024,Online,western cape,Home,(R301.57),2,CUST-01552,Card
TXN-002642,06/03/2024,Sandton city,GP,Sport,914.50,3,CUST-00187,Cash
TXN-002643,03 Sep 2024,Eastgate,GP,Beauty,R 298.76,3,CUST-01812,EFT
TXN-002644,2024-03-11,Baywest,eastern cape,BEAUTY,-R387.78,2,CUST-00343,Cash
TXN-002645,19 Apr 2024,sandton city,GAUTENG,Cosmetics,"R 1,003.16",2,CUST-00131,Card
TXN-002646,07-03-2024,,W. Cape,beauty,R1352.10,2,CUST-00057,Card
TXN-002647,01-15-2024,V&A,W. Cape,Food and Beverage,R 377.87,4,CUST-00840,Mobile Money
TXN-002648,2024-09-05,Bay West Mall,EC,Sports & Outdoors,R1089.99,1,CUST-01764,Mobile Money
TXN-002649,31/07/2024,VA Waterfront,Western cape,Beauty,R979.43,1,CUST-00110,Cash
TXN-002650,11-28-2024,MOTN,,electronics,R 2 698.68,1,CUST-00058,Mobile Money
TXN-002651,26/11/2024,Bay West Mall,Eastern Cape,BEAUTY,R176,1,CUST-00994,Mobile Money
TXN-002652,12 Jan 2024,online,E. Cape,CLOTHING,R1518.24,1,CUST-00078,EFT
TXN-002653,13/03/2024,gateway umhlanga,KZN,Food,R608.90,1,CUST-01699,Mobile Money
TXN-002654,26 Jun 2024,canal walk,Western Cape,F&B,R479.21,1,CUST-01393,Mobile Money
TXN-002655,2024-03-30,Menlyn,Gauteng,Food,R75,1,CUST-00157,Mobile Money
TXN-002656,22/10/2024,Eastgate Mall,GAUTENG,home & living,R6590,3,CUST-01612,EFT
TXN-002657,2024-08-20,MOTN,limpopo,Electronics,R13476,1,CUST-00257,Card
TXN-002658,2024-12-15,Sandton City Mall,GAUTENG,H&L,7208.18,1,CUST-00601,Mobile Money
TXN-002659,03-25-2024,Baywest,Eastern Cape,Apparel,R1103.44,2,CUST-00299,Cash
TXN-002660,01 Oct 2024,Online Store,GP,H&L,"R 5,984.31",1,CUST-00149,Mobile Money
TXN-002661,05-15-2024,V and A Waterfront,W. Cape,Clothes,R 343.34,2,CUST-00025,Mobile Money
TXN-002662,11-02-2024,Gateway Mall Umhlanga,kwazulu natal,Clothing,R 1 324.45,1,CUST-01436,Mobile Money
TXN-002663,02-21-2024,Gateway Mall Umhlanga,kwazulu natal,Clothing,R 366.16,3,CUST-00010,EFT
TXN-002664,2024-06-07,,GP,Home & Living,2782.46,1,CUST-00248,Mobile Money
TXN-002665,10-20-2024,gateway umhlanga,Kwazulu-Natal,SPORTS,R2018,1,CUST-01373,Mobile Money
TXN-002666,02/08/2024,V and A Waterfront,W. Cape,electronics,R6572,3,CUST-01060,Mobile Money
TXN-002667,2024-11-01,Canal Walk,western cape,Cosmetics,R 275.79,1,CUST-01489,Card
TXN-002668,10-20-2024,V and A Waterfront,Western cape,home & living,"R 4,810.66",1,CUST-00622,Card
TXN-002669,02/11/2024,eastgate,gauteng,Home and Living,R6413,3,CUST-00104,Cash
TXN-002670,07/12/2024,Menlyn Park,GP,Sports,R5768.90,1,CUST-00980,Card
TXN-002671,12-29-2024,Canal walk,western cape,Beauty & Health,R748,1,CUST-00199,Cash
TXN-002672,20 Dec 2024,canal walk,western cape,Tech,"R 18,409.94",1,CUST-00220,Mobile Money
TXN-002673,2024-09-25,,Gauteng,F&B,R545,2,CUST-00059,EFT
TXN-002674,2024-10-24,,LP,Sports & Outdoors,R3542.38,1,CUST-01105,EFT
TXN-002675,10-08-2024,SANDTON CITY,gauteng,SPORTS,R4611.54,3,CUST-01101,Mobile Money
TXN-002676,09-08-2024,Sandton City,GAUTENG,Home and Living,"R 5,977.11",2,CUST-00061,Cash
TXN-002677,09-05-2024,Menlyn Park,gauteng,Sports & Outdoors,R 3 570.46,2,CUST-01844,Mobile Money
TXN-002678,2024-10-16,gateway umhlanga,KZN,SPORTS,R2399,4,CUST-01793,Cash
TXN-002679,18/04/2024,Eastgate Mall,GP,home & living,(R4494.45),1,CUST-00660,Mobile Money
TXN-002680,2024-06-10,menlyn park,GAUTENG,sports,R576,5,CUST-00188,EFT
TXN-002681,08-23-2024,,eastern cape,Home and Living,R401,1,CUST-00093,EFT
TXN-002682,08/05/2024,VA Waterfront,W. Cape,CLOTHING,R857.66,2,CUST-00389,Card
TXN-002683,2024-11-16,menlyn park,gauteng,BEAUTY,R579.57,3,CUST-00977,Card
TXN-002684,01 Feb 2024,V&A waterfront,Western cape,Sport,R315.06,2,CUST-00072,Mobile Money
TXN-002685,09 Jun 2024,menlyn park,Gauteng,BEAUTY,1686.90,1,CUST-01313,Card
TXN-002686,27/12/2024,MOTN,Limpopo,Beauty & Health,"R 1,776.28",3,CUST-01505,Cash
TXN-002687,2024-12-25,eastgate,Gauteng Province,BEAUTY,1560.80,1,CUST-00119,Mobile Money
TXN-002688,11-02-2024,Baywest,EC,Electronics,12239.17,2,CUST-00052,EFT
TXN-002689,2024-03-06,Baywest,E. Cape,SPORTS,R1671.02,4,CUST-01738,Card
TXN-002690,11-16-2024,gateway umhlanga,KwaZulu Natal,Home and Living,"R 2,795.83",1,CUST-01976,Cash
TXN-002691,17/07/2024,eastgate,Gauteng Province,Tech,R11542.69,1,CUST-00161,Mobile Money
TXN-002692,14 Feb 2024,Menlyn Park,Gauteng,Home and Living,"R 3,962.16",2,CUST-00323,Mobile Money
TXN-002693,2024-05-08,V&A waterfront,W. Cape,Tech,R 12 567.90,2,CUST-01967,Card
TXN-002694,07-16-2024,online,Limpopo,clothing,R 1 499.00,4,CUST-01707,EFT
TXN-002695,11/09/2024,VA Waterfront,WC,Sport,"R 2,303.52",1,CUST-01520,Cash
TXN-002696,02-24-2024,gateway umhlanga,kwazulu natal,SPORTS,"R 4,149.76",1,,Cash
TXN-002697,15/08/2024,MOTN,LP,Sports,R966.51,1,CUST-00178,Mobile Money
TXN-002698,2024-05-20,Canal walk,W. Cape,beauty,R1124.85,2,CUST-01333,EFT
TXN-002699,02-11-2024,canal walk,Western cape,Home,R6375.14,1,CUST-00036,Card
TXN-002700,09/01/2024,VA Waterfront,Western cape,ELECTRONICS,R3834,4,CUST-01524,Card
TXN-002701,05 Sep 2024,V and A Waterfront,Western cape,BEAUTY,297.06,1,CUST-01831,Mobile Money
TXN-002702,31 Dec 2024,Sandton City,GAUTENG,Clothing,R 484.78,1,CUST-00480,EFT
TXN-002703,14/05/2024,Gateway,KwaZulu Natal,BEAUTY,R810,2,CUST-00484,Cash
TXN-002704,2024-03-21,gateway umhlanga,KwaZulu-Natal,SPORTS,R3507,2,CUST-01255,EFT
TXN-002705,12-11-2024,Canal Walk Mall,WC,beauty,958.86,1,CUST-00042,Mobile Money
TXN-002706,2024-07-13,Gateway Umhlanga,kwazulu natal,Sport,R490.25,1,CUST-00095,Cash
TXN-002707,30/08/2024,V and A Waterfront,,Clothes,R775.02,1,CUST-00369,Card
TXN-002708,20 Dec 2024,Online Store,EC,sports,"R 3,683.61",1,CUST-00015,EFT
TXN-002709,28/02/2024,Gateway,KwaZulu Natal,Sports,R2978.73,2,CUST-00162,EFT
TXN-002710,09-27-2024,VA Waterfront,Western Cape,Tech,(R6517.10),5,CUST-01128,Cash
TXN-002711,14 Feb 2024,Gateway Umhlanga,KZN,Tech,R3637.97,1,CUST-00669,EFT
TXN-002712,14/12/2024,,limpopo,Home and Living,R1033.21,1,CUST-00173,EFT
TXN-002713,2024-12-06,Menlyn,Gauteng,Food,R 256.42,2,CUST-01092,Mobile Money
TXN-002714,2024-09-07,gateway umhlanga,KZN,Clothes,R818.87,3,CUST-00466,Mobile Money
TXN-002715,2024-07-13,,E. Cape,Sport,2160.24,1,CUST-00106,EFT
TXN-002716,2024-12-14,Canal Walk,Western cape,Cosmetics,847.41,1,CUST-00157,Card
TXN-002717,27 Mar 2024,Bay West Mall,eastern cape,Tech,R8281,1,CUST-00351,Card
TXN-002718,11-24-2024,Baywest Mall,eastern cape,Sport,"R 1,101.03",2,CUST-00111,EFT
TXN-002719,22/11/2024,gateway umhlanga,KwaZulu Natal,Sports & Outdoors,3685.26,1,CUST-01930,Mobile Money
TXN-002720,11-18-2024,Mall of the North,LP,Tech,9204.21,3,CUST-01334,EFT
TXN-002721,09-03-2024,Canal Walk Mall,western cape,sports,R4104.85,4,CUST-00023,Card
TXN-002722,08/07/2024,Eastgate Mall,GAUTENG,Food and Beverage,R 723.62,5,CUST-00154,Card
TXN-002723,04-30-2024,,Western Cape,food & beverage,85.63,1,CUST-00116,EFT
TXN-002724,03 Sep 2024,Baywest Mall,,beauty,R481,2,CUST-01926,Mobile Money
TXN-002725,2024-07-15,,Eastern Cape,CLOTHING,R2976.09,4,CUST-01743,EFT
TXN-002726,08-08-2024,Online Store,Eastern Cape,Sports,R2608.24,1,CUST-01008,Mobile Money
TXN-002727,17/07/2024,Gateway Mall Umhlanga,KwaZulu-Natal,ELECTRONICS,R 5 865.32,2,CUST-00615,EFT
TXN-002728,02/12/2024,,Eastern Cape,beauty,R648.59,1,CUST-00145,Card
TXN-002729,26 Apr 2024,Gateway Mall Umhlanga,kwazulu natal,Sports & Outdoors,R 4 194.80,1,CUST-00073,EFT
TXN-002730,2024-06-19,Gateway,KwaZulu Natal,Clothes,2920.53,1,CUST-00069,Cash
TXN-002731,09-01-2024,Gateway,KwaZulu Natal,Home and Living,3980.26,2,CUST-01977,Card
TXN-002732,10 Jun 2024,Online,EC,Beauty,R1282.25,4,CUST-00019,Mobile Money
TXN-002733,23/03/2024,Eastgate Mall,Gauteng Province,ELECTRONICS,"R 8,693.38",1,CUST-00112,Card
TXN-002734,26 Nov 2024,Web,Gauteng,Food and Beverage,R109.10,1,CUST-00129,EFT
TXN-002735,12 Jul 2024,V&A,WC,Sports,R608.66,1,CUST-00443,Mobile Money
TXN-002736,31 Oct 2024,Baywest Mall,eastern cape,ELECTRONICS,R4366,2,,Mobile Money
TXN-002737,2024-09-28,Gateway Mall Umhlanga,KZN,home & living,R 2 447.16,1,,Cash
TXN-002738,2024-06-23,,Eastern Cape,electronics,"R 2,185.84",1,CUST-00193,EFT
TXN-002739,29/02/2024,Eastgate,gauteng,home & living,"R 3,657.58",2,CUST-00727,Cash
TXN-002740,2024-07-12,canal walk,Western cape,Beauty & Health,R195.14,1,CUST-00420,Mobile Money
TXN-002741,26 Dec 2024,gateway umhlanga,KZN,Sports & Outdoors,3591.80,3,CUST-01331,Card
TXN-002742,09-07-2024,Canal walk,Western cape,CLOTHING,R1446,1,CUST-00052,Card
TXN-002743,2024-07-12,eastgate,Gauteng Province,beauty,R437.74,3,CUST-01479,Card
TXN-002744,2024-11-20,Gateway Mall Umhlanga,Kwazulu-Natal,H&L,7625.07,4,CUST-00867,Cash
TXN-002745,2024-04-02,East Gate,gauteng,Beauty & Health,R1033.97,2,CUST-00149,Card
TXN-002746,03 May 2024,baywest mall,E. Cape,Home,R6325.74,1,CUST-00113,Card
TXN-002747,2024-12-07,Canal Walk Mall,W. Cape,sports,R2637.18,3,,Mobile Money
TXN-002748,02 Nov 2024,,Eastern Cape,food & beverage,R 867.64,1,CUST-00141,EFT
TXN-002749,2024-01-31,,WC,Home and Living,980.10,1,CUST-00161,EFT
TXN-002750,16 Jul 2024,Canal Walk Mall,Western Cape,Tech,R-6513.73,3,CUST-01078,EFT
TXN-002751,02-28-2024,V&A waterfront,Western Cape,H&L,"R 6,193.30",1,CUST-00147,Cash
TXN-002752,06/03/2024,Menlyn Park,GAUTENG,Food,339.94,1,CUST-00452,Cash
TXN-002753,2024-05-07,Menlyn Park Mall,Gauteng Province,Cosmetics,R356.43,1,CUST-00076,EFT
TXN-002754,01-28-2024,online,Kwazulu-Natal,Food and Beverage,R186,2,CUST-01720,Mobile Money
TXN-002755,07 Nov 2024,Sandton City Mall,gauteng,F&B,R372.25,1,CUST-00018,Mobile Money
TXN-002756,10/10/2024,Eastgate,Gauteng,Sports,2551.66,1,CUST-00583,Mobile Money
TXN-002757,02 Dec 2024,Gateway Umhlanga,KZN,Food & Beverage,R132.73,1,CUST-01101,Mobile Money
TXN-002758,08/02/2024,menlyn park,GAUTENG,ELECTRONICS,"R 11,776.48",2,CUST-00056,Card
TXN-002759,15 Dec 2024,,,SPORTS,R 2 640.90,1,CUST-00087,Mobile Money
TXN-002760,2024-11-22,menlyn park,gauteng,Home,"R 5,320.66",1,CUST-00251,Mobile Money
TXN-002761,05/10/2024,baywest mall,E. Cape,electronics,R6461,1,CUST-00069,EFT
TXN-002762,16 Nov 2024,menlyn park,gauteng,electronics,R8862.99,1,CUST-00443,Card
TXN-002763,04-06-2024,V&A,Western cape,Food,126.49,1,CUST-00040,Card
TXN-002764,2024-02-28,,KwaZulu-Natal,SPORTS,"R 1,947.40",2,CUST-01149,Mobile Money
TXN-002765,08-24-2024,Menlyn,Gauteng,Clothes,R1757.09,4,CUST-00134,Cash
TXN-002766,03-10-2024,baywest mall,eastern cape,SPORTS,201.11,1,CUST-00090,Mobile Money
TXN-002767,02-09-2024,Bay West Mall,Eastern Cape,home & living,1927.73,1,CUST-00057,Card
TXN-002768,2024-05-27,Eastgate,Gauteng Province,Cosmetics,R 730.63,2,CUST-00045,Card
TXN-002769,02-13-2024,,Limpopo,Food,R 379.12,4,CUST-00152,EFT
TXN-002770,2024-07-22,Canal walk,W. Cape,Apparel,R1964.88,1,CUST-00770,Mobile Money
TXN-002771,11-19-2024,Gateway Mall Umhlanga,kwazulu natal,Clothes,"R 2,901.83",3,CUST-01021,EFT
TXN-002772,08 Feb 2024,V&A Waterfront,WC,Home and Living,R1623.79,2,CUST-00652,Mobile Money
TXN-002773,2024-06-30,Sandton City,GAUTENG,Home and Living,R5870.01,1,CUST-00380,EFT
TXN-002774,03-31-2024,,GP,Clothes,-R1226.08,1,CUST-01686,EFT
TXN-002775,12/05/2024,Baywest,eastern cape,Home,R2673.08,1,CUST-00066,Mobile Money
TXN-002776,05 Dec 2024,Mall of North,LP,BEAUTY,R853.41,1,CUST-00334,Cash
TXN-002777,09-24-2024,baywest mall,EC,beauty,R521.20,1,CUST-00857,EFT
TXN-002778,07/07/2024,,LP,ELECTRONICS,"R 3,819.16",1,CUST-01584,Card
TXN-002779,02 May 2024,Sandton city,Gauteng,food & beverage,R625.21,3,CUST-00175,Mobile Money
TXN-002780,18 Jan 2024,canal walk,western cape,Sport,1170.55,3,CUST-00610,Mobile Money
TXN-002781,2024-12-12,mall of the north,Limpopo,Cosmetics,R1665.82,1,CUST-01562,Card
TXN-002782,14/12/2024,Canal Walk Mall,Western Cape,home & living,R1034,1,CUST-00774,EFT
TXN-002783,25 Mar 2024,VA Waterfront,Western cape,F&B,R66,3,CUST-01402,Cash
TXN-002784,05-15-2024,gateway umhlanga,kwazulu natal,Food and Beverage,63.07,2,CUST-00071,Cash
TXN-002785,24/01/2024,V&A waterfront,WC,Beauty & Health,R175.57,2,CUST-00021,Cash
TXN-002786,06-01-2024,Gateway Umhlanga,KwaZulu-Natal,Beauty,"R 1,256.69",1,CUST-00151,Cash
TXN-002787,02 Aug 2024,Gateway Umhlanga,KwaZulu-Natal,SPORTS,R485.48,1,CUST-00054,Card
TXN-002788,2024-02-10,Menlyn Park,Gauteng Province,BEAUTY,R133.43,1,CUST-01119,Mobile Money
TXN-002789,2024-05-10,,limpopo,Tech,11894.68,2,CUST-00151,Mobile Money
TXN-002790,2024-04-16,Eastgate,Gauteng Province,Beauty,R578,1,CUST-01838,Card
TXN-002791,01-11-2024,Menlyn Park,gauteng,home & living,"R 2,110.03",1,CUST-00390,Card
TXN-002792,10-26-2024,V&A Waterfront,WC,Home and Living,-R5789.15,1,CUST-00183,EFT
TXN-002793,21/02/2024,V&A waterfront,Western Cape,Beauty,(R1721.62),2,CUST-00191,EFT
TXN-002794,05-20-2024,Gateway Mall Umhlanga,Kwazulu-Natal,beauty,R-1224.71,2,CUST-00128,Cash
TXN-002795,02 Jul 2024,canal walk,WC,food & beverage,R190.22,1,CUST-00010,Mobile Money
TXN-002796,01 Aug 2024,Sandton City,Gauteng Province,Sports,3157.61,1,CUST-00009,Mobile Money
TXN-002797,2024-01-13,Menlyn,GP,Beauty,-R4316.11,2,CUST-00063,EFT
TXN-002798,02-14-2024,Online Store,kwazulu natal,ELECTRONICS,R8518,3,CUST-00031,Card
TXN-002799,02 Apr 2024,Menlyn,Gauteng Province,sports,R182.75,1,CUST-01588,Cash
TXN-002800,2024-01-09,,Gauteng Province,Sports & Outdoors,R3404.83,2,CUST-00983,EFT
TXN-002801,13 Oct 2024,online,WC,Electronics,R2324.85,3,CUST-01434,EFT
TXN-002802,2024-01-15,Menlyn Park Mall,Gauteng Province,Sports,R2859,3,CUST-00304,Cash
TXN-002803,10 May 2024,,Western cape,Electronics,R1615,2,CUST-00218,EFT
TXN-002804,06-26-2024,Gateway,,Home,R577,1,CUST-01067,Cash
TXN-002805,2024-05-15,Canal Walk,western cape,Beauty,R528.85,2,CUST-00337,Card
TXN-002806,2024-08-26,mall of the north,limpopo,Food and Beverage,R165.69,4,CUST-00136,Cash
TXN-002807,08/12/2024,,Western Cape,SPORTS,525.15,5,CUST-00524,Mobile Money
TXN-002808,2024-12-08,,EC,Tech,R11094.96,1,CUST-00368,Card
TXN-002809,07-29-2024,MOTN,LP,Clothes,1904.95,1,CUST-00074,Mobile Money
TXN-002810,2024-03-09,Bay West Mall,eastern cape,Apparel,R503.58,4,CUST-01008,Card
TXN-002811,06-03-2024,SANDTON CITY,Gauteng Province,Food and Beverage,R507.08,1,CUST-00106,EFT
TXN-002812,09 Mar 2024,Online Store,eastern cape,SPORTS,"R 4,864.17",1,CUST-01141,Mobile Money
TXN-002813,08-30-2024,V&A,Western Cape,beauty,R1051.42,1,CUST-00148,Cash
TXN-002814,22 Apr 2024,,kwazulu natal,BEAUTY,R610,1,CUST-00290,Mobile Money
TXN-002815,2024-07-12,Online,GP,Clothes,R2429,1,,EFT
TXN-002816,2024-04-08,gateway umhlanga,kwazulu natal,Beauty & Health,R533.36,1,CUST-00126,Cash
TXN-002817,11-20-2024,,GAUTENG,Home,"R 2,457.91",5,CUST-00078,EFT
TXN-002818,22/11/2024,,Western Cape,F&B,R713.26,1,CUST-01857,EFT
TXN-002819,09/05/2024,canal walk,W. Cape,food & beverage,R213,2,CUST-00448,Mobile Money
TXN-002820,2024-08-28,V and A Waterfront,Western Cape,F&B,465.05,1,CUST-00075,Mobile Money
TXN-002821,28 Sep 2024,,KwaZulu Natal,electronics,R4650.93,1,CUST-00072,Card
TXN-002822,15/10/2024,Mall of the North,Limpopo Province,Apparel,(R11219.86),1,CUST-00038,EFT
TXN-002823,05-06-2024,Menlyn,GP,H&L,"R 5,209.18",2,CUST-00097,Mobile Money
TXN-002824,20 Dec 2024,Canal Walk,,Home and Living,R7864,2,CUST-01870,Cash
TXN-002825,18/04/2024,,W. Cape,Tech,11474.82,1,CUST-00667,Mobile Money
TXN-002826,02 Nov 2024,Canal Walk Mall,WC,Beauty & Health,R912,2,CUST-01350,Card
TXN-002827,2024-10-17,VA Waterfront,W. Cape,Food & Beverage,(R938.60),2,CUST-01395,Card
TXN-002828,21/04/2024,Bay West Mall,Eastern Cape,electronics,R3650,2,CUST-01903,Mobile Money
TXN-002829,2024-03-28,V&A,Western Cape,beauty,1389.91,1,CUST-00107,EFT
TXN-002830,08-23-2024,Sandton City,Gauteng Province,Sports & Outdoors,"R 2,510.42",1,CUST-01853,Mobile Money
TXN-002831,2024-02-14,menlyn park,gauteng,Food,R285,2,CUST-01187,Card
TXN-002832,2024-11-12,menlyn park,GAUTENG,Sports,3452.85,1,CUST-00520,Mobile Money
TXN-002833,02/08/2024,Baywest Mall,,food & beverage,706.75,4,CUST-01280,Card
TXN-002834,12 Jan 2024,Menlyn,GP,SPORTS,(R2362.08),3,CUST-01202,EFT
TXN-002835,05-07-2024,East Gate,Gauteng,Cosmetics,R239.50,1,CUST-00217,Cash
TXN-002836,02/11/2024,V&A waterfront,Western cape,Home and Living,"R 7,837.86",1,CUST-00976,Cash
TXN-002837,02 Oct 2024,East Gate,gauteng,ELECTRONICS,14524.73,2,CUST-01339,EFT
TXN-002838,07-30-2024,canal walk,WC,Clothes,R217.85,1,CUST-01047,EFT
TXN-002839,2024-10-25,,Eastern Cape,Food & Beverage,R590,2,CUST-01510,Card
TXN-002840,2024-08-15,,Gauteng,H&L,R-10687.04,3,CUST-00009,Mobile Money
TXN-002841,10/11/2024,baywest mall,eastern cape,ELECTRONICS,R1395,3,CUST-01900,EFT
TXN-002842,2024-02-22,Menlyn,Gauteng,H&L,R 3 241.88,2,CUST-00837,EFT
TXN-002843,11-20-2024,,kwazulu natal,Food & Beverage,R586,4,CUST-00299,Card
TXN-002844,11-20-2024,Gateway Mall Umhlanga,KwaZulu-Natal,Electronics,R5703.15,2,CUST-00163,Card
TXN-002845,22 Feb 2024,East Gate,Gauteng,electronics,"R 2,462.88",1,CUST-01905,Mobile Money
TXN-002846,09/04/2024,,western cape,Elec.,R6420.82,2,CUST-01079,Mobile Money
TXN-002847,2024-12-30,eastgate,gauteng,Sport,"R 6,609.43",1,CUST-00738,EFT
TXN-002848,27 Sep 2024,Online,GAUTENG,Clothes,R2917.85,5,CUST-00154,Mobile Money
TXN-002849,2024-12-01,V&A Waterfront,Western Cape,BEAUTY,R466.30,1,CUST-00495,Cash
TXN-002850,19 Apr 2024,Sandton city,gauteng,sports,R2592.04,1,CUST-01522,Card
TXN-002851,23/08/2024,,gauteng,BEAUTY,R957.32,3,,Card
TXN-002852,14 Jul 2024,,Limpopo,Sport,-R848.85,2,CUST-01327,EFT
TXN-002853,12/12/2024,canal walk,western cape,ELECTRONICS,R15110.31,2,CUST-00479,Cash
TXN-002854,07 Jan 2024,Menlyn Park Mall,Gauteng,F&B,R187.55,2,CUST-00104,Cash
TXN-002855,24 Jun 2024,Baywest Mall,eastern cape,Food and Beverage,R 406.67,3,CUST-01408,Cash
TXN-002856,06-03-2024,Menlyn Park Mall,Gauteng,Sports,R 3 752.22,2,CUST-01760,Mobile Money
TXN-002857,2024-03-09,gateway umhlanga,KZN,food & beverage,R 507.11,2,CUST-01135,EFT
TXN-002858,04-04-2024,Sandton City,Gauteng Province,Home,R 846.35,2,CUST-00074,Mobile Money
TXN-002859,2024-12-31,Gateway Umhlanga,KwaZulu Natal,Food,R287.14,1,CUST-00098,EFT
TXN-002860,06-28-2024,Sandton City,Gauteng Province,Electronics,"R 6,036.65",5,CUST-00314,Mobile Money
TXN-002861,2024-03-01,,W. Cape,CLOTHING,R2696.56,2,CUST-00044,Card
TXN-002862,10-22-2024,Mall of the North,limpopo,sports,R4898,3,CUST-01423,Cash
TXN-002863,07-09-2024,Mall of the North,Limpopo,ELECTRONICS,14245.72,3,CUST-01932,Mobile Money
TXN-002864,09-17-2024,Canal Walk,Western cape,Clothes,R 1 729.00,1,CUST-00056,Mobile Money
